,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ
CP5,0.49054191826785093,0.44764538372505913,0.7068705421441746,0.5523880811467772,0.40151149339922076,0.32807262122417175,0.04780659640974671,0.18311000871759986,0.5673690504282001,0.6267746461132697,0.7984304267576746,-0.34322192370001514,0.16556376141377668,0.764357213222628,0.9029671819771297,0.646761993132225,0.860524469640913,0.5382246717301593,0.9999999999999999,0.8402364865861541,0.7589184496209449,0.6218380844482577,0.8955391288441176,0.7184728913237989,0.7696642620250741,0.8144102369561975,0.8981117046032703,0.7599856862218526,0.8384192976973781,0.7831617343023229,0.771555413048819,0.5902716242738836,0.46391802103958946,0.6846329811869272,0.4697168786498578,0.7949529452128955,0.7218356244107418,0.46534288060864937,0.27550322295879975,0.6811737572526555,0.7712649214409231,0.8959177850022676,-0.015418875295401025,0.3104291699054439,0.8363575137188859,0.9457454885492772,0.3820694480635957,0.9299730512855368,0.7362319965886692,0.9043132387237368,0.7571548123649108,0.4790767309680945,-0.05443591538779942,0.8358566101382742,0.7675270622355835,-0.3906109235462919,0.7358252829473628,0.8096447709546024,0.7131529301622697,0.7929682316320635,0.6063628361909057
CP6,0.2848223588418992,0.31443717521749737,0.49413164017037087,0.5192233307698266,0.1987808508359293,0.18765168978735688,-0.11803246267917865,0.18332716486402129,0.27822768292367334,0.6527174754591633,0.5431288072824343,-0.2937246018061774,-0.1327275529938736,0.8296218444661857,0.7244109216982465,0.6159558132349716,0.5675662186984557,0.731497435404108,0.8402364865861542,0.9999999999999999,0.5841951217384379,0.8236002588643301,0.8546233700771636,0.9040726556165107,0.7694051843877533,0.9654379630807761,0.8636320921809928,0.8662917131153945,0.8568772314661649,0.8792980370423135,0.8309851419672489,0.4010022526140352,0.3980279114211787,0.4190662539576955,0.42973836720545583,0.6152633850402386,0.7040294633078806,0.29338594754471087,0.24714966137930003,0.36401134795607354,0.8749972047603775,0.6451048199114128,-0.10577290468378861,0.0394543271796229,0.9428867667989966,0.8178820706019994,0.22140138304587562,0.734575964486594,0.951046485768519,0.8478324669019374,0.9343182970433327,0.13038700878699022,0.2220653694960436,0.8464250959495099,0.9212764821249619,-0.4994646281492952,0.7837616968648252,0.8430006269862697,0.8277164238528228,0.8215978588357308,0.638890155755844
CP1,0.14364353322268217,0.11934115307408291,0.3697066009271404,0.10679366743821682,0.1218923220806237,-0.007266681921074442,-0.22477458490251018,-0.1706686161221522,0.3001973292903981,0.16498055155446323,0.4771146452195962,-0.5235150954979032,-0.031644250529870334,0.3465870161652253,0.5175305004517696,0.2402386267235702,0.6682074646529833,0.2040379164636453,0.7589184496209449,0.5841951217384379,1.0,0.6880819345195239,0.8352659448204737,0.6524957758864711,0.8389975918443036,0.5537623070629215,0.5824344451925214,0.623957592139494,0.7173139168701338,0.4684939517394941,0.4519314303969384,0.25487467771584116,0.10277070353497025,0.3690057706343831,0.08626386020682278,0.4615080193582374,0.28374524727062866,0.14456994633605202,-0.08275541085916181,0.4543928192723122,0.3165969905727382,0.6252796919753628,-0.29000521271271307,0.046100691362365526,0.5220761454400871,0.5736528580095358,0.008858008035219926,0.9001965091406445,0.6043723144074846,0.7172579479522985,0.5788888826405296,0.6092665131016333,-0.0593638161397798,0.5318134447013432,0.46039372589935146,-0.5271610252208383,0.5278960263891297,0.5275382863180506,0.7420053088371775,0.8260633830064154,0.8512714127172004
CP2,0.0688563760607272,0.1197938920562209,0.24884022190713875,0.21205112152443642,-0.02711678164178813,-0.04255505442102239,-0.32628388351665216,-0.015369332945168327,0.03279414857496544,0.316730285517319,0.23875175725425632,-0.3991456247618434,-0.4121228178963626,0.5204562748335201,0.43018947544590125,0.4138708289730229,0.2844725868786078,0.5646527646297251,0.6218380844482577,0.8236002588643301,0.688081934519524,1.0,0.7971238275636775,0.899284778823626,0.8634950066940803,0.8233641961586979,0.6820569079644426,0.772189267012847,0.7604853751763504,0.7230118620321296,0.6468258717681833,0.1586098405189804,0.1861809245345701,0.1360316093071312,0.17585583728061785,0.3598752316000893,0.3867767692345125,0.07761304100858658,-0.0066922310334570955,0.04431481252586425,0.5493144062827297,0.3481314185003139,-0.29327584114120203,-0.21197324276439672,0.7321581737728025,0.5392710757868618,-0.05736134570081264,0.6428939228133165,0.9006689827596559,0.7282357268285483,0.8595835633306446,0.051250925638496134,0.3813541865588755,0.6496405408488941,0.7421201680257009,-0.6307086278883319,0.6425916518773599,0.6830808327916951,0.8874223938046923,0.8582634717472502,0.891465306731626
P3,0.19526624170404117,0.20481416759860405,0.4301296450111459,0.306064533603465,0.12002977324298965,0.06023280016443453,-0.19324342655209772,-0.00861673596349819,0.26675790588669124,0.3900585717061298,0.5047989789565729,-0.3984852330637409,-0.11993286280962773,0.6081131387460283,0.6683555548156374,0.5159702703563652,0.6454245869597613,0.5270671822871361,0.8955391288441176,0.8546233700771636,0.8352659448204738,0.7971238275636775,0.9999999999999999,0.8831259829248201,0.915412004134792,0.877375878283642,0.8915630159488593,0.8796093060451023,0.9539435894491854,0.8291344865117073,0.8374089741519543,0.328254193512926,0.23958849392341847,0.3857673049371072,0.22646147079859136,0.542403488999326,0.49918198102363925,0.19842827255820308,0.1331264063391131,0.3701786633983878,0.6476156988340124,0.6473584763212363,-0.2198450015893986,0.008583339466072312,0.8028817663832095,0.8043723250753461,0.09170745741600657,0.8991789879628026,0.867231083027025,0.9506215132009092,0.8689588568612668,0.3174190285822729,0.10307663578225656,0.8851840241300153,0.8402912870631027,-0.5386530317224217,0.845566139074831,0.8474336123335326,0.8752551209613483,0.9615388462607979,0.7851077379047081
P4,0.017788027603804785,0.08582467570034798,0.2310118617432265,0.2557117002144607,-0.07913137674776054,-0.07347280605778755,-0.36666917839190144,-0.05935728567343558,-0.0015801123313679264,0.3441912151772878,0.25178010349365637,-0.42926160817124726,-0.4289065573062001,0.5511957313833967,0.46678224362170817,0.432383272978399,0.3716548091333851,0.5488899761326566,0.718472891323799,0.9040726556165108,0.6524957758864711,0.8992847788236259,0.8831259829248201,1.0,0.87944687637572,0.9230555678121394,0.7722692636811765,0.9279807777483767,0.8982855729734124,0.8533591644946541,0.8309834849439347,0.16388894683898503,0.17931414929485845,0.1458747911848806,0.1507440433814118,0.3392019668162207,0.399921212882904,0.04221963644173601,0.07069700886246665,0.06515452095671662,0.6253304034223205,0.39314255760041844,-0.34075959000298545,-0.23003568492077348,0.806758388019619,0.6196881921448538,-0.054596391944244364,0.6931595020001208,0.9762518338400583,0.8512380026807218,0.9759254676791204,-0.022771987276307366,0.19323411745325483,0.8040631830185394,0.912418763913795,-0.6822785397759814,0.794299822346973,0.8052922497152639,0.9560948839569187,0.9153309210823031,0.7872176301527358
PZ,0.08447966273960729,0.1393069439355365,0.32856729605614327,0.20978099078714565,0.028619717838600334,-0.01015009585235941,-0.2884624670606417,-0.0917567881116422,0.12876475468546872,0.26199419508738053,0.3435774560711377,-0.4515271068087041,-0.2956814765263591,0.4832813502885405,0.507528848501605,0.45778574969509916,0.4516713931206311,0.38637899933561975,0.7696642620250741,0.7694051843877533,0.8389975918443036,0.8634950066940803,0.9154120041347918,0.8794468763757202,0.9999999999999998,0.801778898346882,0.7656106563445609,0.8531327334211948,0.8768571976748345,0.7666626580581406,0.7327441078025624,0.2533149193841728,0.20759717569545963,0.2673825389757662,0.1582299459559589,0.41000058520195276,0.3656301639419301,0.1279267617644292,0.02212987839194665,0.20106695677646058,0.5072385599267004,0.49308796075763606,-0.292284626999733,-0.10324059594529668,0.7225962563057002,0.6349594447738175,0.01145290637598709,0.7838866173990529,0.8405110886523551,0.8628146057458688,0.8382005288287371,0.21813364321479545,0.1281907367690555,0.7473188283920564,0.748894160825767,-0.6119315547632359,0.7736673982781881,0.7839233521490843,0.9135232991092633,0.951512438720048,0.9229125475114285
P8,0.21833784875244788,0.25372000508080406,0.4346683036795879,0.4869631628688208,0.11145985000171055,0.11725273172844448,-0.16605770085326424,0.11758846250010896,0.17877099575113725,0.5740111354801565,0.45339502605078524,-0.2690818274178005,-0.20035721097923642,0.7881528617574218,0.6698960788833586,0.6390802935934291,0.4871434679852439,0.6869257554025259,0.8144102369561975,0.9654379630807762,0.5537623070629215,0.8233641961586979,0.877375878283642,0.9230555678121393,0.801778898346882,1.0,0.9143865060084356,0.9185319376213691,0.9042180704285788,0.938595274453804,0.9152896365388015,0.35082852363045175,0.3713761033541541,0.3357616932461413,0.35360991422371596,0.5398867075991817,0.6628894048587639,0.22547947441749566,0.2703946245048087,0.2572547573346633,0.8306501089499826,0.5671037212596365,-0.14722307270591015,-0.02803360742725973,0.9507898180859357,0.795690187312357,0.14930182214827958,0.686251611783615,0.9451071951532934,0.9069923695744342,0.9698877070499622,0.07214566465539413,0.25574751275774615,0.9123090811998402,0.9735122820631582,-0.4992845048001936,0.8525347086479489,0.9193073312380365,0.8483971625914571,0.8358287426191382,0.64421187805869
P7,0.4191969624945279,0.4185709435991674,0.5982531016515444,0.569252791677868,0.3076997562332012,0.30027825408298026,0.07355978463373901,0.25737622828387563,0.4125511288262907,0.6318555156485979,0.6278233224771906,-0.1335029099694383,0.05200815546418102,0.7991232461850694,0.8139960081649263,0.7751463575799075,0.6211018748675905,0.6848740951440593,0.8981117046032703,0.8636320921809929,0.5824344451925214,0.6820569079644427,0.8915630159488593,0.7722692636811767,0.7656106563445609,0.9143865060084357,0.9999999999999999,0.8319399215155484,0.8947312578735553,0.9160204683705644,0.9297923290668508,0.5052201367013262,0.489061821568177,0.5244037183927654,0.4725938721909479,0.6929184366138605,0.7389002824854412,0.40954455636661197,0.3847198856670163,0.4466108261073903,0.836281603549634,0.7072765428793342,0.05876579612236915,0.21631736054051212,0.8945727260190837,0.9233030622360381,0.3322870692220688,0.7617729767311073,0.7992235037593376,0.9410865756501442,0.8372125365491593,0.237976771465131,0.2215402479747171,0.9686483382502504,0.8911052643110932,-0.2863491920369424,0.8814073552262756,0.9405025269834206,0.7034448754283567,0.7855902549097629,0.5567584357643843
PO2,0.12674955972296392,0.19791851958509718,0.30982126520563447,0.38566237937636105,0.05247073292483811,0.05991571438199867,-0.21371560788602087,-0.005584229010334926,0.09293862443669694,0.43460002891073424,0.31792228864617395,-0.3143780589425888,-0.2993307129729302,0.6270937087808911,0.5195626192756183,0.5223794903846927,0.40082335329331964,0.49239225520701096,0.7599856862218526,0.8662917131153945,0.623957592139494,0.772189267012847,0.8796093060451023,0.9279807777483767,0.8531327334211947,0.9185319376213691,0.8319399215155484,0.9999999999999999,0.893606644840966,0.8666903485412939,0.8792867796434309,0.30067643849139786,0.3187727609532666,0.2495031619090676,0.26527936205954294,0.366960887486593,0.4980539415045953,0.17349442810155005,0.29488153313573345,0.14922396024258047,0.6680726660716535,0.45628127498749926,-0.20574619436886474,-0.039497604382632535,0.8676725116445856,0.6843012637202416,0.10421386456967481,0.6774066722877197,0.9020693430891009,0.9100478588567871,0.9327451331791968,0.026262299951302567,0.13825448364618162,0.8538715110067248,0.9200209113462059,-0.5430423115839531,0.8347848437281168,0.8561437787925771,0.8495392993022645,0.871625794415201,0.699056371221636
PO1,0.07009583736998555,0.0919250639906763,0.3346293596216763,0.27240533897546926,-0.013384154953091738,-0.04054966449257496,-0.2636603871981849,-0.06461864553781951,0.13089967920977008,0.34306004676575935,0.415208273717467,-0.36243909087149884,-0.20760626170911028,0.5912322279334803,0.627013936675569,0.5294132243685237,0.5580504159415735,0.5140018046042116,0.8384192976973782,0.8568772314661648,0.7173139168701339,0.7604853751763505,0.9539435894491854,0.8982855729734124,0.8768571976748346,0.9042180704285789,0.8947312578735553,0.893606644840966,1.0,0.9047709909934822,0.9242506864861224,0.22584124403132186,0.17700702379494251,0.2817399809144653,0.14859186635786456,0.4763494298830355,0.4658830583176924,0.08013448975369734,0.09882515531531448,0.26630859835764165,0.6521430110398615,0.5681392047367771,-0.2802198651957287,-0.11755701838979697,0.8070462455162266,0.7839112111983625,5.649361673109538e-06,0.7842626274054076,0.8708596269276216,0.9197723954951688,0.9106645549086929,0.21519949558274323,0.09643120640867359,0.9421532637546263,0.9012093976243412,-0.54783566549859,0.9458375150407501,0.9228486690343761,0.8844205581590578,0.9140032088995412,0.704080690978439
O2,0.1525234849988339,0.18113410239800243,0.39285521197676165,0.42357926509327565,0.045197752977467594,0.06371535972978966,-0.16520222856544212,0.06585390247434267,0.15484092070401173,0.48480060692873195,0.42071055742183594,-0.24266312173667445,-0.22130901889132737,0.7079541878723591,0.6707293476093148,0.6403551657577299,0.44370297579284984,0.5954722918453478,0.7831617343023228,0.8792980370423135,0.46849395173949404,0.7230118620321296,0.8291344865117073,0.8533591644946541,0.7666626580581405,0.938595274453804,0.9160204683705645,0.866690348541294,0.9047709909934823,0.9999999999999998,0.950871460226821,0.3057025149640088,0.29980508956243657,0.3127950762780746,0.2775828498492035,0.49722290831369753,0.5810484125164314,0.15574725788818083,0.2762380962400286,0.20989753123544905,0.7587789008346426,0.5225281343380566,-0.1554033417034693,-0.046968864139349996,0.8782220847487061,0.8165209323184214,0.11438199771962773,0.6255404707810215,0.8679068636173118,0.8876837852909651,0.9106365404884486,0.00815648411600824,0.17541382196936606,0.9435282417250129,0.9580644508378033,-0.4588899841184093,0.9098634476202418,0.9687184977656548,0.7978698536606762,0.7916602122449081,0.5649685756905379
O1,0.19963122722605567,0.23492604258555105,0.383470985217108,0.4382946284766334,0.08044412657144652,0.11902663332416089,-0.09123264156691736,0.12110660605497914,0.15978540842586123,0.4737962847093622,0.40526930098306063,-0.16905529410144735,-0.1743663016732465,0.6637331997555123,0.637222621591612,0.6877172772373401,0.4380367677341905,0.5969653218806596,0.771555413048819,0.8309851419672489,0.4519314303969384,0.6468258717681833,0.8374089741519541,0.8309834849439347,0.7327441078025624,0.9152896365388016,0.9297923290668508,0.8792867796434309,0.9242506864861224,0.950871460226821,1.0,0.3155338055466347,0.3403639751351797,0.31061249009669,0.3016452584827152,0.4910299340522876,0.5766997183971818,0.20763029680557446,0.29282737424705313,0.20323381192345302,0.741932632143947,0.5064327433346725,-0.08474424364438252,-0.007866045055147956,0.8385530964101754,0.7946057568554948,0.15782345458124944,0.6117626902814043,0.8200257931967222,0.8925972419751919,0.8985216134695984,0.017093593423790302,0.17706802416225267,0.9782568339417972,0.9522926398429562,-0.386990145576957,0.9434261812440091,0.9589126099048432,0.7483371829846177,0.7650655113478992,0.49738444373946666
AF7,0.9017977077049112,0.9007862053451682,0.9487616887572763,0.9025229130982425,0.8862681734662285,0.8579460348762186,0.6593042095609578,0.7254890891041431,0.8683947976270954,0.7811998228216368,0.7802416787304298,0.2144204649038447,0.5411412397040918,0.6028670310783172,0.7269853157836967,0.5323576917963135,0.5617207785040214,0.5234858450391455,0.5902716242738836,0.4010022526140352,0.25487467771584116,0.1586098405189804,0.328254193512926,0.163888946838985,0.25331491938417283,0.35082852363045175,0.5052201367013262,0.3006764384913978,0.22584124403132189,0.3057025149640088,0.31553380554663474,1.0,0.9166410874566733,0.9470233102837147,0.8662297244894815,0.7621616681618758,0.7307144003920639,0.8971152085456919,0.5009187057032737,0.7304780694137166,0.6229637512286763,0.7135600540759891,0.5997941284698118,0.7902454931336264,0.4704993275971332,0.6155384318075551,0.8815171161674091,0.4709444641556688,0.2494691563823503,0.3993675525034867,0.24776885490357578,0.3466777184455377,0.13704367740541998,0.35424898970295704,0.30531193511435517,0.22633670095503342,0.18439738359647545,0.32797468124954127,0.11070484273798968,0.19057834771742277,0.14454985363592096
AF8,0.8799543477201266,0.9365345678158806,0.8342413731544338,0.9401242268112388,0.8569735414100139,0.8958890909157369,0.7117906351449221,0.8202582689881167,0.7415277232586988,0.842351320140362,0.6275840777276784,0.38500313797356706,0.4518263964132237,0.6211844459813226,0.5970063086226126,0.6392762262449003,0.3473840882787815,0.6030671723736563,0.46391802103958946,0.3980279114211787,0.10277070353497025,0.1861809245345701,0.23958849392341847,0.17931414929485845,0.20759717569545963,0.3713761033541541,0.48906182156817707,0.3187727609532666,0.17700702379494251,0.29980508956243657,0.3403639751351797,0.9166410874566732,1.0,0.7969366151283307,0.9360669309515982,0.6613597007024643,0.7648803124723803,0.9121694840168812,0.62489665533284,0.546683643715888,0.6579117373641171,0.5439673372597201,0.707343482960561,0.7602813944856887,0.49284840732053803,0.5105274319163143,0.8854380478189393,0.2954775350033097,0.2674104009578569,0.35565281059158305,0.2663223551189982,0.15981324191531449,0.32462283940376135,0.3460062076766914,0.3206608824376402,0.31809302236683934,0.18857929221664055,0.32615725171107823,0.05948866379382721,0.1062741454943404,0.08594673819978732
F5,0.8737870339800667,0.8265291421462969,0.9664683928806136,0.8145213763497426,0.8682402614064919,0.7995630740695518,0.6122899766139415,0.6290367656283139,0.9276371629680948,0.7454663985918606,0.9020745810536378,0.09949296984977804,0.6209185517970937,0.617612077625213,0.825501655975525,0.5287599594220206,0.7401728136506547,0.4797502757578751,0.6846329811869272,0.4190662539576955,0.36900577063438306,0.1360316093071312,0.3857673049371072,0.1458747911848806,0.2673825389757662,0.33576169324614136,0.5244037183927656,0.2495031619090676,0.28173998091446534,0.3127950762780746,0.31061249009669006,0.9470233102837147,0.7969366151283306,1.0,0.8033443906157253,0.8591577978570483,0.7405768643532081,0.8495192148568068,0.4093283245324359,0.8776351352294999,0.6197179014506232,0.8567642743549272,0.5292841258959797,0.7874132833731887,0.468456036670906,0.7076436271281726,0.8355068794813051,0.5897981008597986,0.2328041320384604,0.42002924306740164,0.2285707739608297,0.5454502385219319,0.015685693728717545,0.3846803433771335,0.28063940878768207,0.1769884464819595,0.22821454110767295,0.358768226993105,0.13116977990577974,0.23096971052711046,0.15416330859023503
F6,0.8981625505812706,0.9340810866396027,0.8076093274730436,0.9078625689448967,0.89153653135275,0.9444374913725853,0.7746252818396768,0.884676254115908,0.7897225742608999,0.9136198573833435,0.6771411893673442,0.4407002963816154,0.5142952410120889,0.678920333569052,0.6240294923185278,0.6924647098433078,0.3823577978945758,0.6877580681627473,0.4697168786498578,0.4297383672054558,0.08626386020682278,0.17585583728061788,0.22646147079859139,0.1507440433814118,0.15822994595595893,0.35360991422371596,0.4725938721909479,0.26527936205954294,0.1485918663578646,0.2775828498492035,0.3016452584827152,0.8662297244894815,0.9360669309515982,0.8033443906157254,1.0,0.7215807552963167,0.8248661636180679,0.9231871204501201,0.6800431698326425,0.6048242898169918,0.7222100149776151,0.5851509813846928,0.7924857951345506,0.8117010683874926,0.5010778905322629,0.544831817291954,0.9327347543472176,0.2996050626778115,0.2802177955271694,0.32183559213484186,0.2371695681825731,0.19280133674036262,0.3951470345311374,0.3320882508326707,0.2865358710983236,0.37547717739824277,0.17995500831990663,0.30892652651736274,0.0037278726423469843,0.09809487984315202,0.0368125565238132
FT7,0.7950391509283938,0.7133135796916107,0.9092886365474819,0.7191231689585389,0.7214071334141797,0.6706096828317751,0.4780592393287677,0.5561850195351055,0.8412838787869016,0.7841879655495341,0.9622020991235222,0.0015186149549477551,0.5596979813380263,0.7867220096508892,0.9390670504340403,0.7517586315122708,0.8179577970823122,0.61125795706356,0.7949529452128955,0.6152633850402385,0.4615080193582374,0.3598752316000893,0.542403488999326,0.3392019668162207,0.41000058520195276,0.5398867075991817,0.6929184366138607,0.366960887486593,0.47634942988303547,0.49722290831369753,0.4910299340522876,0.7621616681618758,0.6613597007024643,0.8591577978570483,0.7215807552963167,1.0,0.8664634359025424,0.758059252587956,0.28442187241568245,0.8701168989156232,0.7870670443232304,0.9243277316151509,0.4069860164402409,0.6263580825943448,0.633423197586634,0.8303788062638278,0.7000732723408448,0.687258133073968,0.4123678853246868,0.5582141046314288,0.43361653951925017,0.5994350901281936,0.11685060674419728,0.5609344411060921,0.47453540843205616,0.05899248517771008,0.4326295547899453,0.5592792378824232,0.30353065912871485,0.3792767262639746,0.2648752285386568
FT8,0.7508989136794463,0.7387396996285372,0.8015971851798973,0.8524437390269035,0.6986794587374924,0.7029470349840986,0.4923969524815749,0.6222281380353651,0.6996320839721194,0.9410902187369246,0.8163622685256055,0.1443611354335267,0.45537482327537043,0.9356747530957372,0.839974595093931,0.8330886537508116,0.617506322928843,0.699506650099467,0.7218356244107417,0.7040294633078806,0.28374524727062866,0.3867767692345125,0.49918198102363925,0.399921212882904,0.36563016394193004,0.6628894048587639,0.7389002824854412,0.49805394150459525,0.4658830583176924,0.5810484125164314,0.5766997183971819,0.7307144003920639,0.7648803124723803,0.7405768643532081,0.8248661636180679,0.8664634359025424,1.0,0.7552478661749861,0.5648792514410391,0.7018516411088626,0.9149572431477846,0.7880504903485814,0.48585173556557876,0.6168465335028724,0.80168015206135,0.7920644910028518,0.7255164428313081,0.5195047925566595,0.5028047444699093,0.6036060901075547,0.5181605172936915,0.37164809331868337,0.26271386953500386,0.6174112185703393,0.5852469051211422,0.1034958088642813,0.46860886039412514,0.6340589533370828,0.2785860621543526,0.3475069134471251,0.19052561616446795
FPZ,0.9737798095277348,0.9878827659279954,0.8545651214590014,0.8212346022397977,0.9723218309226092,0.970330788982149,0.8285856276010207,0.8157499208905651,0.8977041369294941,0.8060741632894898,0.7589696381565932,0.3490242180886591,0.6527511348492883,0.5633184137189542,0.6351590261121646,0.6257677675771013,0.47966313605257815,0.5167586748471169,0.46534288060864937,0.29338594754471087,0.14456994633605202,0.07761304100858658,0.19842827255820308,0.04221963644173601,0.1279267617644292,0.22547947441749563,0.40954455636661197,0.17349442810155002,0.08013448975369734,0.1557472578881808,0.20763029680557446,0.8971152085456919,0.9121694840168812,0.8495192148568067,0.92318712045012,0.7580592525879559,0.7552478661749862,1.0,0.5665438045795796,0.6878918666183864,0.596882804175167,0.6253055821631402,0.7716622749590895,0.9017480140987322,0.3747298706172321,0.5116743273820572,0.9685116437143113,0.358817626660813,0.12688122686198633,0.28377864365013505,0.11342649363220271,0.3325814238313462,0.21908495612357043,0.24328816051174942,0.1744277828687072,0.40575192678559957,0.08514966235427317,0.20587796997847993,-0.07909310467568309,0.051934278674659815,0.007517547110269563
FC4,0.5264473892911451,0.5850776355824003,0.37081148955113097,0.6112264305323168,0.5745333807731899,0.6346927361260783,0.615548373697072,0.55016499981885,0.4404515903324934,0.6714459919411597,0.31081707233074546,0.573032392278291,0.36822391453885844,0.42983469415022063,0.3139574028479188,0.444335862984784,0.16381984473822792,0.45781758124944455,0.2755032229587997,0.24714966137930006,-0.08275541085916181,-0.0066922310334570955,0.13312640633911313,0.07069700886246665,0.02212987839194665,0.2703946245048087,0.3847198856670163,0.29488153313573345,0.09882515531531448,0.27623809624002854,0.29282737424705313,0.5009187057032736,0.6248966553328401,0.40932832453243584,0.6800431698326425,0.2844218724156824,0.564879251441039,0.5665438045795796,1.0,0.2742560620901703,0.48162546164097325,0.2546451757667071,0.6506333207773591,0.6596986612664262,0.40045913518934834,0.36400415775111433,0.6511498861345729,0.1067622147986237,0.1817248782857117,0.3426570407961545,0.1386082657629924,0.007576529951211727,0.3732296159269773,0.32411865681000285,0.25295548325832906,0.4340731906012229,0.1799991625475063,0.2912251431619547,-0.12566656662826833,0.010786195029229029,-0.16781725755137133
FC3,0.7233964788699451,0.6168962132310875,0.8437430248656084,0.6115733646604465,0.7369316381011628,0.6227306027192457,0.5160671363268762,0.4319782553650272,0.8869564675492698,0.6421524921162227,0.9441983960497335,0.01664697660991274,0.768888440216533,0.5936959940926225,0.8136826166931578,0.4413739278546157,0.8888146884005075,0.34075230733850953,0.6811737572526555,0.36401134795607354,0.45439281927231223,0.04431481252586426,0.37017866339838784,0.06515452095671662,0.20106695677646058,0.25725475733466335,0.4466108261073902,0.14922396024258047,0.26630859835764165,0.20989753123544908,0.203233811923453,0.7304780694137166,0.5466836437158878,0.8776351352294998,0.6048242898169918,0.8701168989156233,0.7018516411088626,0.6878918666183864,0.2742560620901703,0.9999999999999998,0.556509788435157,0.9181967483156582,0.4025631553796536,0.7283473164049066,0.40105863340404113,0.6701885642663847,0.667756190238882,0.6440985103102926,0.13396788677392774,0.371702809410064,0.13234785428853918,0.8030691908363959,-0.13652379447743454,0.31708270719607634,0.18516470384367567,0.1969163710667599,0.18737722778888405,0.295645528258561,0.07791422143558145,0.18477944044528563,0.07968360518805095
C6,0.5836786413406276,0.5991445438738447,0.6926641660249214,0.7620515080509147,0.517873545177498,0.5383719746320574,0.30699243404529464,0.5366674127669951,0.5438160948189639,0.8905604805898907,0.7140110830519816,0.0764210360002632,0.24869889018138322,0.9486129868603738,0.82239806539369,0.796316968021405,0.5824350745498196,0.8423514134586161,0.7712649214409231,0.8749972047603773,0.3165969905727382,0.5493144062827297,0.6476156988340123,0.6253304034223205,0.5072385599267004,0.8306501089499825,0.836281603549634,0.6680726660716535,0.6521430110398616,0.7587789008346426,0.741932632143947,0.6229637512286763,0.6579117373641171,0.6197179014506232,0.722210014977615,0.7870670443232304,0.9149572431477845,0.5968828041751671,0.48162546164097325,0.556509788435157,0.9999999999999998,0.7215374636797556,0.3116921243009515,0.3930033925701133,0.8875440066657609,0.8448552118578254,0.5696107777087124,0.5741965277240307,0.7274797912586848,0.7026886327264301,0.7177025347685495,0.17466396488354696,0.31738059023432197,0.7741992141498902,0.787712555340973,-0.06942563243613654,0.668207003902021,0.7562820250006624,0.485613069664787,0.5326516424723613,0.30069621118032586
C5,0.6655205060316701,0.5687435996017156,0.852285943895191,0.6308698283520093,0.6145073915893844,0.5104728499447466,0.28953263577321375,0.3162831569948436,0.7798713325538255,0.68506741187905,0.9619991767141995,-0.21187656858828766,0.49642428867814953,0.7619021263530403,0.9465687147871448,0.6120900132548576,0.9418983056683364,0.45542050684217517,0.8959177850022677,0.6451048199114127,0.6252796919753628,0.34813141850031387,0.6473584763212363,0.39314255760041844,0.493087960757636,0.5671037212596364,0.7072765428793342,0.45628127498749926,0.5681392047367773,0.5225281343380566,0.5064327433346725,0.7135600540759891,0.5439673372597202,0.8567642743549272,0.5851509813846928,0.924327731615151,0.7880504903485815,0.6253055821631402,0.2546451757667071,0.9181967483156582,0.7215374636797556,1.0,0.19267838831213904,0.5481180995385545,0.6779633872354759,0.8781739568570796,0.5673545585437396,0.815509278713464,0.44278215547048433,0.6509235190539957,0.4666856023009371,0.7027742083165476,-0.12420656338640725,0.5991273559922563,0.49703995616328056,-0.1227817988285006,0.48232555287361834,0.5897391370312486,0.40561071939540394,0.4921187806067152,0.3551955932993089
F2,0.7311080276149254,0.7718436743860871,0.5089002616846245,0.6261620603870289,0.8032932719767001,0.8852405066811894,0.9664758890699559,0.8984700788915517,0.6588484968389601,0.6078790994478854,0.370170598628963,0.820770247424728,0.6960554358827903,0.24333783904089323,0.2160221950092964,0.42260315947179955,0.049372286964951856,0.4251879353440896,-0.015418875295401025,-0.10577290468378861,-0.29000521271271307,-0.29327584114120203,-0.2198450015893986,-0.3407595900029854,-0.292284626999733,-0.14722307270591015,0.05876579612236915,-0.20574619436886474,-0.2802198651957287,-0.1554033417034693,-0.0847442436443825,0.5997941284698118,0.707343482960561,0.5292841258959796,0.7924857951345506,0.4069860164402409,0.48585173556557876,0.7716622749590895,0.6506333207773591,0.40256315537965354,0.3116921243009515,0.19267838831213907,1.0,0.8410571954043947,-0.02102043748559294,0.10647520215809785,0.8448398432985761,-0.12126178732869032,-0.2155620489237506,-0.11669691824772276,-0.2708640026395868,0.1296633703268871,0.46676405434716073,-0.05096992831477466,-0.17237961175720448,0.8342124995236582,-0.17151151884398483,-0.09235173976003773,-0.5004685383846885,-0.36077302243960047,-0.41217276040257356
